pin,slack
Quad_1/QuadXface_5/intLatch0Lat:CLK,-3806
Quad_1/QuadXface_5/intLatch0Lat:D,11082
Quad_1/QuadXface_5/intLatch0Lat:Q,-3806
Quad_1/QuadXface_5/intLatch0Lat:SLn,11847
X_Reserved0_obuf/U0/U_IOPAD:D,
X_Reserved0_obuf/U0/U_IOPAD:E,
X_Reserved0_obuf/U0/U_IOPAD:PAD,
WDT_1/WDTKick:CLK,14127
WDT_1/WDTKick:D,
WDT_1/WDTKick:EN,13230
WDT_1/WDTKick:Q,14127
Quad_1/QuadXface_4/QuadCount_RNIUJ2N6[5]:A,13971
Quad_1/QuadXface_4/QuadCount_RNIUJ2N6[5]:B,10783
Quad_1/QuadXface_4/QuadCount_RNIUJ2N6[5]:C,13761
Quad_1/QuadXface_4/QuadCount_RNIUJ2N6[5]:FCI,10688
Quad_1/QuadXface_4/QuadCount_RNIUJ2N6[5]:FCO,10688
Quad_1/QuadXface_4/QuadCount_RNIUJ2N6[5]:S,10876
MDTTop_1/un1_discoverIdDataOut_0_iv_9[5]:A,
MDTTop_1/un1_discoverIdDataOut_0_iv_9[5]:B,5109
MDTTop_1/un1_discoverIdDataOut_0_iv_9[5]:C,6195
MDTTop_1/un1_discoverIdDataOut_0_iv_9[5]:D,2753
MDTTop_1/un1_discoverIdDataOut_0_iv_9[5]:Y,2753
QA0_SigZ_ibuf/U0/U_IOPAD:PAD,
QA0_SigZ_ibuf/U0/U_IOPAD:Y,
Quad_1/QuadXface_1/QuadDataOut_1_m4[14]:A,
Quad_1/QuadXface_1/QuadDataOut_1_m4[14]:B,13841
Quad_1/QuadXface_1/QuadDataOut_1_m4[14]:C,
Quad_1/QuadXface_1/QuadDataOut_1_m4[14]:Y,13841
DiscID_1/DiscExpID_1/ExpansionID1_1[8]:CLK,-12073
DiscID_1/DiscExpID_1/ExpansionID1_1[8]:D,15310
DiscID_1/DiscExpID_1/ExpansionID1_1[8]:EN,13010
DiscID_1/DiscExpID_1/ExpansionID1_1[8]:Q,-12073
CPUCnf_1/dll_rst_queue[0]:ALn,
CPUCnf_1/dll_rst_queue[0]:CLK,15335
CPUCnf_1/dll_rst_queue[0]:D,15335
CPUCnf_1/dll_rst_queue[0]:Q,15335
CtrlOut_1/ShiftRegister_4[5]:A,15612
CtrlOut_1/ShiftRegister_4[5]:B,14235
CtrlOut_1/ShiftRegister_4[5]:C,12813
CtrlOut_1/ShiftRegister_4[5]:Y,12813
DiscID_1/DiscExpID_1/Exp_ID_LATCH_2_0_a2:A,13113
DiscID_1/DiscExpID_1/Exp_ID_LATCH_2_0_a2:B,13077
DiscID_1/DiscExpID_1/Exp_ID_LATCH_2_0_a2:C,10893
DiscID_1/DiscExpID_1/Exp_ID_LATCH_2_0_a2:D,10899
DiscID_1/DiscExpID_1/Exp_ID_LATCH_2_0_a2:Y,10893
Quad_1/QuadXface_3/QuadCount[6]:CLK,11046
Quad_1/QuadXface_3/QuadCount[6]:D,10859
Quad_1/QuadXface_3/QuadCount[6]:Q,11046
Quad_1/QuadXface_3/QuadCount[6]:SLn,11847
CtrlIO_1/ShiftOutRegister[3]:CLK,14065
CtrlIO_1/ShiftOutRegister[3]:D,10994
CtrlIO_1/ShiftOutRegister[3]:EN,10927
CtrlIO_1/ShiftOutRegister[3]:Q,14065
SerMemInt_1/StateMachine[5]:CLK,12948
SerMemInt_1/StateMachine[5]:D,9387
SerMemInt_1/StateMachine[5]:EN,12028
SerMemInt_1/StateMachine[5]:Q,12948
SerMemInt_1/StateMachine[5]:SLn,12887
SSITop_2/Serial2ParallelData[25]:CLK,15326
SSITop_2/Serial2ParallelData[25]:D,15326
SSITop_2/Serial2ParallelData[25]:EN,10706
SSITop_2/Serial2ParallelData[25]:Q,15326
SSITop_2/Serial2ParallelData[25]:SLn,11847
Quad_1/QuadXface_4/QuadDataOut_1_ss3:A,12776
Quad_1/QuadXface_4/QuadDataOut_1_ss3:B,12719
Quad_1/QuadXface_4/QuadDataOut_1_ss3:C,12815
Quad_1/QuadXface_4/QuadDataOut_1_ss3:Y,12719
Quad_1/QuadXface_2/QuadDataOut_1_m2[4]:A,12544
Quad_1/QuadXface_2/QuadDataOut_1_m2[4]:B,12613
Quad_1/QuadXface_2/QuadDataOut_1_m2[4]:C,11370
Quad_1/QuadXface_2/QuadDataOut_1_m2[4]:D,
Quad_1/QuadXface_2/QuadDataOut_1_m2[4]:Y,11370
Quad_1/QuadXface_3/QuadLatch[11]:CLK,
Quad_1/QuadXface_3/QuadLatch[11]:D,15287
Quad_1/QuadXface_3/QuadLatch[11]:EN,12103
Quad_1/QuadXface_3/QuadLatch[11]:Q,
Analog_1/Ser2Par_1/S2P_Data_cZ[14]:A,14243
Analog_1/Ser2Par_1/S2P_Data_cZ[14]:B,10623
Analog_1/Ser2Par_1/S2P_Data_cZ[14]:C,11414
Analog_1/Ser2Par_1/S2P_Data_cZ[14]:Y,10623
CtrlIO_1/OutputClock_1_0_117_a2:A,11138
CtrlIO_1/OutputClock_1_0_117_a2:B,14192
CtrlIO_1/OutputClock_1_0_117_a2:Y,11138
MDTTop_1/intNoXducer:CLK,5992
MDTTop_1/intNoXducer:D,3315
MDTTop_1/intNoXducer:EN,-2699
MDTTop_1/intNoXducer:Q,5992
Analog_1/DataBuf_1/RAM_2/ram_ram_0_0/FF_12:CLK,
Analog_1/DataBuf_1/RAM_2/ram_ram_0_0/FF_12:IPCLKn,
ExpModLED_1/m95_0_a2_0:A,11268
ExpModLED_1/m95_0_a2_0:B,11412
ExpModLED_1/m95_0_a2_0:Y,11268
MDTTop_1/un1_discoverIdDataOut_0_iv_4_RNO[23]:A,4927
MDTTop_1/un1_discoverIdDataOut_0_iv_4_RNO[23]:B,12807
MDTTop_1/un1_discoverIdDataOut_0_iv_4_RNO[23]:C,11549
MDTTop_1/un1_discoverIdDataOut_0_iv_4_RNO[23]:D,11064
MDTTop_1/un1_discoverIdDataOut_0_iv_4_RNO[23]:Y,4927
ExpModLED_1/StateMachine.ClearExpLEDLatch_3_f0_0_0_0:A,14302
ExpModLED_1/StateMachine.ClearExpLEDLatch_3_f0_0_0_0:B,14145
ExpModLED_1/StateMachine.ClearExpLEDLatch_3_f0_0_0_0:C,13015
ExpModLED_1/StateMachine.ClearExpLEDLatch_3_f0_0_0_0:D,12802
ExpModLED_1/StateMachine.ClearExpLEDLatch_3_f0_0_0_0:Y,12802
CtrlIO_1/M_IO_LATCH:ALn,13503
CtrlIO_1/M_IO_LATCH:CLK,14325
CtrlIO_1/M_IO_LATCH:D,13077
CtrlIO_1/M_IO_LATCH:EN,11011
CtrlIO_1/M_IO_LATCH:Q,14325
DiscID_1/DiscExpID_1/Exp_ID_LOAD_RNO:A,14302
DiscID_1/DiscExpID_1/Exp_ID_LOAD_RNO:B,14176
DiscID_1/DiscExpID_1/Exp_ID_LOAD_RNO:C,14153
DiscID_1/DiscExpID_1/Exp_ID_LOAD_RNO:Y,14153
DiscID_1/DiscCtrlID_1/ControlID_1[5]:ALn,13503
DiscID_1/DiscCtrlID_1/ControlID_1[5]:CLK,15326
DiscID_1/DiscCtrlID_1/ControlID_1[5]:D,15326
DiscID_1/DiscCtrlID_1/ControlID_1[5]:EN,13595
DiscID_1/DiscCtrlID_1/ControlID_1[5]:Q,15326
CtrlOut_1/DataBuffer[12]:ALn,-4495
CtrlOut_1/DataBuffer[12]:CLK,15612
CtrlOut_1/DataBuffer[12]:D,
CtrlOut_1/DataBuffer[12]:EN,
CtrlOut_1/DataBuffer[12]:Q,15612
Analog_1/Ser2Par_1/S2P_Data_7[8]:A,13137
Analog_1/Ser2Par_1/S2P_Data_7[8]:B,10697
Analog_1/Ser2Par_1/S2P_Data_7[8]:C,10631
Analog_1/Ser2Par_1/S2P_Data_7[8]:Y,10631
DIO8_1/State_ns_a3_0_a2[8]:A,11138
DIO8_1/State_ns_a3_0_a2[8]:B,6989
DIO8_1/State_ns_a3_0_a2[8]:C,14029
DIO8_1/State_ns_a3_0_a2[8]:Y,6989
Decode_1/un380_data_0_a2:A,16287
Decode_1/un380_data_0_a2:B,16244
Decode_1/un380_data_0_a2:C,8219
Decode_1/un380_data_0_a2:Y,8219
Quad_1/QuadXface_5/QuadDataOut_1_m2_2[10]:A,13580
Quad_1/QuadXface_5/QuadDataOut_1_m2_2[10]:B,13392
Quad_1/QuadXface_5/QuadDataOut_1_m2_2[10]:C,
Quad_1/QuadXface_5/QuadDataOut_1_m2_2[10]:D,
Quad_1/QuadXface_5/QuadDataOut_1_m2_2[10]:Y,13392
DIO8_1/SynchedTick_Delay:CLK,12061
DIO8_1/SynchedTick_Delay:D,12193
DIO8_1/SynchedTick_Delay:Q,12061
Quad_1/QuadXface_1/Latch0Reg[5]:CLK,
Quad_1/QuadXface_1/Latch0Reg[5]:D,15287
Quad_1/QuadXface_1/Latch0Reg[5]:EN,13858
Quad_1/QuadXface_1/Latch0Reg[5]:Q,
WDT_1/PowerUp.WDTExpFlag_2_0_a2_12:A,13333
WDT_1/PowerUp.WDTExpFlag_2_0_a2_12:B,13235
WDT_1/PowerUp.WDTExpFlag_2_0_a2_12:C,13184
WDT_1/PowerUp.WDTExpFlag_2_0_a2_12:D,13104
WDT_1/PowerUp.WDTExpFlag_2_0_a2_12:Y,13104
Quad_1/QuadXface_4/Latch1ArmedState_1[0]:A,-10946
Quad_1/QuadXface_4/Latch1ArmedState_1[0]:B,-3806
Quad_1/QuadXface_4/Latch1ArmedState_1[0]:C,14180
Quad_1/QuadXface_4/Latch1ArmedState_1[0]:D,
Quad_1/QuadXface_4/Latch1ArmedState_1[0]:Y,-10946
M_Card_ID_LATCH_obuf/U0/U_IOOUTFF:A,
M_Card_ID_LATCH_obuf/U0/U_IOOUTFF:Y,
Analog_1/DataBuf_1/AddrBank0_i_m2[2]:A,14091
Analog_1/DataBuf_1/AddrBank0_i_m2[2]:B,13736
Analog_1/DataBuf_1/AddrBank0_i_m2[2]:C,15275
Analog_1/DataBuf_1/AddrBank0_i_m2[2]:Y,13736
Quad_1/QuadXface_6/HomeReg[12]:CLK,
Quad_1/QuadXface_6/HomeReg[12]:D,15287
Quad_1/QuadXface_6/HomeReg[12]:EN,15120
Quad_1/QuadXface_6/HomeReg[12]:Q,
Quad_1/QuadXface_2/QuadDataOut_1_13:A,
Quad_1/QuadXface_2/QuadDataOut_1_13:B,13962
Quad_1/QuadXface_2/QuadDataOut_1_13:C,15091
Quad_1/QuadXface_2/QuadDataOut_1_13:Y,13962
Quad_1/QuadXface_2/Latch0ArmedState_1[1]:A,-11110
Quad_1/QuadXface_2/Latch0ArmedState_1[1]:B,-3806
Quad_1/QuadXface_2/Latch0ArmedState_1[1]:C,14180
Quad_1/QuadXface_2/Latch0ArmedState_1[1]:D,
Quad_1/QuadXface_2/Latch0ArmedState_1[1]:Y,-11110
DATA_iobuf[26]/U0/U_IOPAD:D,1175
DATA_iobuf[26]/U0/U_IOPAD:E,4878
DATA_iobuf[26]/U0/U_IOPAD:PAD,1175
DATA_iobuf[26]/U0/U_IOPAD:Y,
Quad_1/QuadXface_1/intLatch1Lat_1:A,12964
Quad_1/QuadXface_1/intLatch1Lat_1:B,11082
Quad_1/QuadXface_1/intLatch1Lat_1:C,14153
Quad_1/QuadXface_1/intLatch1Lat_1:Y,11082
MDTTop_1/CounterOverFlow_1:A,5984
MDTTop_1/CounterOverFlow_1:B,5743
MDTTop_1/CounterOverFlow_1:C,5851
MDTTop_1/CounterOverFlow_1:Y,5743
ExpSigRoute_2/un1_serialmemorydatain_0_a2:A,
ExpSigRoute_2/un1_serialmemorydatain_0_a2:B,
ExpSigRoute_2/un1_serialmemorydatain_0_a2:C,
ExpSigRoute_2/un1_serialmemorydatain_0_a2:Y,
WDT_1/WDTDelay[10]:ALn,
WDT_1/WDTDelay[10]:CLK,14987
WDT_1/WDTDelay[10]:D,
WDT_1/WDTDelay[10]:EN,-3973
WDT_1/WDTDelay[10]:Q,14987
M_OUT1_CONTROL_obuf/U0/U_IOENFF:A,
M_OUT1_CONTROL_obuf/U0/U_IOENFF:Y,
MDTTop_1/un1_discoverIdDataOut_0_iv_12_RNO[7]:A,6940
MDTTop_1/un1_discoverIdDataOut_0_iv_12_RNO[7]:B,14883
MDTTop_1/un1_discoverIdDataOut_0_iv_12_RNO[7]:C,13841
MDTTop_1/un1_discoverIdDataOut_0_iv_12_RNO[7]:D,13556
MDTTop_1/un1_discoverIdDataOut_0_iv_12_RNO[7]:Y,6940
ExpModLED_1/Exp1LED[0]:ALn,-4495
ExpModLED_1/Exp1LED[0]:CLK,14402
ExpModLED_1/Exp1LED[0]:D,
ExpModLED_1/Exp1LED[0]:EN,-11312
ExpModLED_1/Exp1LED[0]:Q,14402
Quad_1/QuadXface_3/QuadCount[11]:CLK,10955
Quad_1/QuadXface_3/QuadCount[11]:D,10764
Quad_1/QuadXface_3/QuadCount[11]:Q,10955
Quad_1/QuadXface_3/QuadCount[11]:SLn,11847
CtrlIO_1/ShiftOutRegister_3_i_m2[9]:A,15658
CtrlIO_1/ShiftOutRegister_3_i_m2[9]:B,14235
CtrlIO_1/ShiftOutRegister_3_i_m2[9]:C,10994
CtrlIO_1/ShiftOutRegister_3_i_m2[9]:Y,10994
SSITop_2/ClockRate[0]:CLK,
SSITop_2/ClockRate[0]:D,
SSITop_2/ClockRate[0]:EN,-7390
SSITop_2/ClockRate[0]:Q,
Analog_1/Ser2Par_1/S2P_M3Ch1_Data[5]:CLK,13253
Analog_1/Ser2Par_1/S2P_M3Ch1_Data[5]:D,15326
Analog_1/Ser2Par_1/S2P_M3Ch1_Data[5]:EN,7490
Analog_1/Ser2Par_1/S2P_M3Ch1_Data[5]:Q,13253
Analog_1/Ser2Par_1/S2P_M3Ch1_Data[5]:SLn,9714
SerMemInt_1/SerialDataOutputMux[1]:A,13117
SerMemInt_1/SerialDataOutputMux[1]:B,5212
SerMemInt_1/SerialDataOutputMux[1]:C,6170
SerMemInt_1/SerialDataOutputMux[1]:D,12827
SerMemInt_1/SerialDataOutputMux[1]:Y,5212
MDTTop_2/State[0]:CLK,2338
MDTTop_2/State[0]:D,-3745
MDTTop_2/State[0]:Q,2338
Quad_1/QuadXface_1/HomeReg[1]:CLK,
Quad_1/QuadXface_1/HomeReg[1]:D,15287
Quad_1/QuadXface_1/HomeReg[1]:EN,15120
Quad_1/QuadXface_1/HomeReg[1]:Q,
Exp3Data_iobuf[2]/U0/U_IOENFF:A,
Exp3Data_iobuf[2]/U0/U_IOENFF:Y,
WDT_1/un1_reset_inv_0_a2:A,-4037
WDT_1/un1_reset_inv_0_a2:B,
WDT_1/un1_reset_inv_0_a2:C,
WDT_1/un1_reset_inv_0_a2:D,
WDT_1/un1_reset_inv_0_a2:Y,-4037
Quad_1/QuadXface_1/QuadDataOut_1_m2_2[14]:A,13615
Quad_1/QuadXface_1/QuadDataOut_1_m2_2[14]:B,13556
Quad_1/QuadXface_1/QuadDataOut_1_m2_2[14]:C,
Quad_1/QuadXface_1/QuadDataOut_1_m2_2[14]:D,
Quad_1/QuadXface_1/QuadDataOut_1_m2_2[14]:Y,13556
Quad_1/QuadXface_1/QuadCount_RNI82143[2]:A,13914
Quad_1/QuadXface_1/QuadCount_RNI82143[2]:B,10726
Quad_1/QuadXface_1/QuadCount_RNI82143[2]:C,13710
Quad_1/QuadXface_1/QuadCount_RNI82143[2]:FCI,10688
Quad_1/QuadXface_1/QuadCount_RNI82143[2]:FCO,10688
Quad_1/QuadXface_1/QuadCount_RNI82143[2]:S,10927
Analog_1/DataBuf_1/WritePointer[1]:CLK,14001
Analog_1/DataBuf_1/WritePointer[1]:D,11639
Analog_1/DataBuf_1/WritePointer[1]:Q,14001
Analog_1/DataBuf_1/WritePointer[1]:SLn,11847
Quad_1/QuadXface_2/LatchedDec_RNI73281:B,10706
Quad_1/QuadXface_2/LatchedDec_RNI73281:C,13782
Quad_1/QuadXface_2/LatchedDec_RNI73281:D,13355
Quad_1/QuadXface_2/LatchedDec_RNI73281:FCO,10706
ExpSigRoute_1/expd8_datain_0_o2_RNI0BNN:A,
ExpSigRoute_1/expd8_datain_0_o2_RNI0BNN:B,
ExpSigRoute_1/expd8_datain_0_o2_RNI0BNN:Y,
Decode_1/un4_exp3dio8configwrite_0_a2_2:A,-8685
Decode_1/un4_exp3dio8configwrite_0_a2_2:B,4695
Decode_1/un4_exp3dio8configwrite_0_a2_2:C,-8813
Decode_1/un4_exp3dio8configwrite_0_a2_2:Y,-8813
Decode_1/un1_exp0quadhomeread_0_a2:A,13315
Decode_1/un1_exp0quadhomeread_0_a2:B,15682
Decode_1/un1_exp0quadhomeread_0_a2:Y,13315
CtrlIO_1/Axis0Status0:ALn,-4495
CtrlIO_1/Axis0Status0:CLK,15596
CtrlIO_1/Axis0Status0:D,
CtrlIO_1/Axis0Status0:EN,
CtrlIO_1/Axis0Status0:Q,15596
Quad_1/QuadXface_6/Latch1Reg[2]:CLK,
Quad_1/QuadXface_6/Latch1Reg[2]:D,15287
Quad_1/QuadXface_6/Latch1Reg[2]:EN,13858
Quad_1/QuadXface_6/Latch1Reg[2]:Q,
SSITop_2/Serial2ParallelData[9]:CLK,15326
SSITop_2/Serial2ParallelData[9]:D,15326
SSITop_2/Serial2ParallelData[9]:EN,10706
SSITop_2/Serial2ParallelData[9]:Q,15326
SSITop_2/Serial2ParallelData[9]:SLn,11847
Quad_1/QuadXface_5/Direction:CLK,10804
Quad_1/QuadXface_5/Direction:D,-2531
Quad_1/QuadXface_5/Direction:EN,-3767
Quad_1/QuadXface_5/Direction:Q,10804
CtrlIO_1/State_ns_a2_i_2[3]:A,10769
CtrlIO_1/State_ns_a2_i_2[3]:B,10679
CtrlIO_1/State_ns_a2_i_2[3]:Y,10679
Decode_1/un1_discoverIdDataOut_0_iv_11_RNO[8]:A,4941
Decode_1/un1_discoverIdDataOut_0_iv_11_RNO[8]:B,15153
Decode_1/un1_discoverIdDataOut_0_iv_11_RNO[8]:C,14040
Decode_1/un1_discoverIdDataOut_0_iv_11_RNO[8]:D,13546
Decode_1/un1_discoverIdDataOut_0_iv_11_RNO[8]:Y,4941
Quad_1/QuadXface_4/QA[0]:CLK,15334
Quad_1/QuadXface_4/QA[0]:D,9516
Quad_1/QuadXface_4/QA[0]:Q,15334
ExpModLED_1/ShiftRegister2[0]:CLK,14333
ExpModLED_1/ShiftRegister2[0]:D,10330
ExpModLED_1/ShiftRegister2[0]:EN,12691
ExpModLED_1/ShiftRegister2[0]:Q,14333
ExpModLED_1/ShiftRegister0[2]:CLK,14333
ExpModLED_1/ShiftRegister0[2]:D,9180
ExpModLED_1/ShiftRegister0[2]:EN,12691
ExpModLED_1/ShiftRegister0[2]:Q,14333
Quad_1/QuadXface_4/Latch1InSel:CLK,15548
Quad_1/QuadXface_4/Latch1InSel:D,
Quad_1/QuadXface_4/Latch1InSel:EN,-9981
Quad_1/QuadXface_4/Latch1InSel:Q,15548
SerMemInt_1/StateMachine[4]:CLK,10720
SerMemInt_1/StateMachine[4]:D,9158
SerMemInt_1/StateMachine[4]:EN,12028
SerMemInt_1/StateMachine[4]:Q,10720
SerMemInt_1/StateMachine[4]:SLn,12887
Analog_1/DataBuf_1/RAM_2/ram_ram_0_0/FF_6:IPENn,
MDTTop_1/un1_discoverIdDataOut_0_iv_3[11]:A,11701
MDTTop_1/un1_discoverIdDataOut_0_iv_3[11]:B,
MDTTop_1/un1_discoverIdDataOut_0_iv_3[11]:C,
MDTTop_1/un1_discoverIdDataOut_0_iv_3[11]:D,9322
MDTTop_1/un1_discoverIdDataOut_0_iv_3[11]:Y,9322
Quad_1/QuadXface_3/QuadCount[7]:CLK,10811
Quad_1/QuadXface_3/QuadCount[7]:D,10840
Quad_1/QuadXface_3/QuadCount[7]:Q,10811
Quad_1/QuadXface_3/QuadCount[7]:SLn,11847
MDTTop_1/State[3]:CLK,2434
MDTTop_1/State[3]:D,-3745
MDTTop_1/State[3]:Q,2434
SerMemInt_1/M_SPROM_CLK:A,
SerMemInt_1/M_SPROM_CLK:B,
SerMemInt_1/M_SPROM_CLK:Y,
Analog_1/StateMach_1/intExpA_CLK_5_u[0]:A,13761
Analog_1/StateMach_1/intExpA_CLK_5_u[0]:B,14235
Analog_1/StateMach_1/intExpA_CLK_5_u[0]:C,14111
Analog_1/StateMach_1/intExpA_CLK_5_u[0]:Y,13761
MDTTop_1/un1_discoverIdDataOut_0_iv_8[2]:A,10446
MDTTop_1/un1_discoverIdDataOut_0_iv_8[2]:B,13638
MDTTop_1/un1_discoverIdDataOut_0_iv_8[2]:C,4706
MDTTop_1/un1_discoverIdDataOut_0_iv_8[2]:D,5807
MDTTop_1/un1_discoverIdDataOut_0_iv_8[2]:Y,4706
CtrlIO_1/ShiftOutRegister_3_i_m2[8]:A,15658
CtrlIO_1/ShiftOutRegister_3_i_m2[8]:B,14227
CtrlIO_1/ShiftOutRegister_3_i_m2[8]:C,10994
CtrlIO_1/ShiftOutRegister_3_i_m2[8]:Y,10994
MDTTop_1/un1_discoverIdDataOut_0_iv_7[20]:A,4677
MDTTop_1/un1_discoverIdDataOut_0_iv_7[20]:B,161
MDTTop_1/un1_discoverIdDataOut_0_iv_7[20]:C,11080
MDTTop_1/un1_discoverIdDataOut_0_iv_7[20]:D,4445
MDTTop_1/un1_discoverIdDataOut_0_iv_7[20]:Y,161
Analog_1/DataBuf_1/RAM_1/ram_ram_0_0/CFG_7:IPC,
DiscID_1/DiscExpID_1/ExpansionID2_1_fast[13]:CLK,-12986
DiscID_1/DiscExpID_1/ExpansionID2_1_fast[13]:D,15310
DiscID_1/DiscExpID_1/ExpansionID2_1_fast[13]:EN,13010
DiscID_1/DiscExpID_1/ExpansionID2_1_fast[13]:Q,-12986
Analog_1/Ser2Par_1/S2P_M1Ch0_Data[11]:CLK,10955
Analog_1/Ser2Par_1/S2P_M1Ch0_Data[11]:D,15326
Analog_1/Ser2Par_1/S2P_M1Ch0_Data[11]:EN,7490
Analog_1/Ser2Par_1/S2P_M1Ch0_Data[11]:Q,10955
Analog_1/Ser2Par_1/S2P_M1Ch0_Data[11]:SLn,9714
Analog_1/DataBuf_1/RAM_2/ram_ram_0_1/CFG_3:IPC,
Quad_1/QuadXface_2/QuadCount_RNIC0C73[1]:A,13895
Quad_1/QuadXface_2/QuadCount_RNIC0C73[1]:B,10707
Quad_1/QuadXface_2/QuadCount_RNIC0C73[1]:C,13693
Quad_1/QuadXface_2/QuadCount_RNIC0C73[1]:FCI,10688
Quad_1/QuadXface_2/QuadCount_RNIC0C73[1]:FCO,10688
Quad_1/QuadXface_2/QuadCount_RNIC0C73[1]:S,10936
Quad_1/QuadXface_1/QuadDataOut_1_10:A,13066
Quad_1/QuadXface_1/QuadDataOut_1_10:B,13977
Quad_1/QuadXface_1/QuadDataOut_1_10:C,16331
Quad_1/QuadXface_1/QuadDataOut_1_10:D,10465
Quad_1/QuadXface_1/QuadDataOut_1_10:Y,10465
WDT_1/FPGAProgDOut_Z[16]:CLK,
WDT_1/FPGAProgDOut_Z[16]:D,
WDT_1/FPGAProgDOut_Z[16]:EN,-4037
WDT_1/FPGAProgDOut_Z[16]:Q,
MDTTop_1/CountRA_cry[6]:B,5564
MDTTop_1/CountRA_cry[6]:FCI,5442
MDTTop_1/CountRA_cry[6]:FCO,5442
MDTTop_1/CountRA_cry[6]:S,5651
Quad_1/QuadXface_4/QuadDataOut_1_m2[3]:A,14796
Quad_1/QuadXface_4/QuadDataOut_1_m2[3]:B,14655
Quad_1/QuadXface_4/QuadDataOut_1_m2[3]:C,13546
Quad_1/QuadXface_4/QuadDataOut_1_m2[3]:D,
Quad_1/QuadXface_4/QuadDataOut_1_m2[3]:Y,13546
Quad_1/QuadXface_1/QuadCount[4]:CLK,10758
Quad_1/QuadXface_1/QuadCount[4]:D,10893
Quad_1/QuadXface_1/QuadCount[4]:Q,10758
Quad_1/QuadXface_1/QuadCount[4]:SLn,11847
DiscID_1/discoverIdDataOut_1[16]:A,12876
DiscID_1/discoverIdDataOut_1[16]:B,15049
DiscID_1/discoverIdDataOut_1[16]:C,14969
DiscID_1/discoverIdDataOut_1[16]:D,
DiscID_1/discoverIdDataOut_1[16]:Y,12876
Quad_1/QuadXface_3/HomeArm_1:A,-10978
Quad_1/QuadXface_3/HomeArm_1:B,-3791
Quad_1/QuadXface_3/HomeArm_1:C,14188
Quad_1/QuadXface_3/HomeArm_1:D,
Quad_1/QuadXface_3/HomeArm_1:Y,-10978
SSITop_1/linebreakdelay:A,13004
SSITop_1/linebreakdelay:B,12898
SSITop_1/linebreakdelay:C,12855
SSITop_1/linebreakdelay:Y,12855
CtrlOut_1/ShiftRegister[12]:CLK,14235
CtrlOut_1/ShiftRegister[12]:D,12813
CtrlOut_1/ShiftRegister[12]:EN,12700
CtrlOut_1/ShiftRegister[12]:Q,14235
WDT_1/PUReg[12]:CLK,11836
WDT_1/PUReg[12]:D,-3956
WDT_1/PUReg[12]:Q,11836
Quad_1/QuadXface_1/QuadDataOut_1_m2_2[0]:A,13873
Quad_1/QuadXface_1/QuadDataOut_1_m2_2[0]:B,
Quad_1/QuadXface_1/QuadDataOut_1_m2_2[0]:C,
Quad_1/QuadXface_1/QuadDataOut_1_m2_2[0]:D,13758
Quad_1/QuadXface_1/QuadDataOut_1_m2_2[0]:Y,13758
DiscID_1/discoverIdDataOut_1[10]:A,10061
DiscID_1/discoverIdDataOut_1[10]:B,14955
DiscID_1/discoverIdDataOut_1[10]:C,14878
DiscID_1/discoverIdDataOut_1[10]:D,
DiscID_1/discoverIdDataOut_1[10]:Y,10061
Quad_1/QuadXface_3/intLatch1Lat:CLK,-3806
Quad_1/QuadXface_3/intLatch1Lat:D,11082
Quad_1/QuadXface_3/intLatch1Lat:Q,-3806
Quad_1/QuadXface_3/intLatch1Lat:SLn,11847
MDTTop_2/DataValid_0:A,4893
MDTTop_2/DataValid_0:B,4787
MDTTop_2/DataValid_0:C,4556
MDTTop_2/DataValid_0:Y,4556
Quad_1/QuadXface_2/Latch1Reg[10]:CLK,
Quad_1/QuadXface_2/Latch1Reg[10]:D,15287
Quad_1/QuadXface_2/Latch1Reg[10]:EN,13858
Quad_1/QuadXface_2/Latch1Reg[10]:Q,
SSITop_2/DelayCntEn_RNI1GEL:A,12489
SSITop_2/DelayCntEn_RNI1GEL:B,12908
SSITop_2/DelayCntEn_RNI1GEL:Y,12489
Decode_1/un3_latencycounterread_0_o2_0:A,366
Decode_1/un3_latencycounterread_0_o2_0:B,306
Decode_1/un3_latencycounterread_0_o2_0:C,301
Decode_1/un3_latencycounterread_0_o2_0:D,161
Decode_1/un3_latencycounterread_0_o2_0:Y,161
WDT_1/FPGA_RstReq_RNINQM5:A,
WDT_1/FPGA_RstReq_RNINQM5:B,
WDT_1/FPGA_RstReq_RNINQM5:Y,
DiscID_1/DiscExpID_1/ExpansionID3_1_RNIANSB3[13]:A,-13037
DiscID_1/DiscExpID_1/ExpansionID3_1_RNIANSB3[13]:B,-13148
DiscID_1/DiscExpID_1/ExpansionID3_1_RNIANSB3[13]:Y,-13148
Quad_1/QuadXface_5/RisingHome:CLK,12166
Quad_1/QuadXface_5/RisingHome:D,14207
Quad_1/QuadXface_5/RisingHome:Q,12166
DIO8_1/OutputShiftRegister[6]:CLK,14235
DIO8_1/OutputShiftRegister[6]:D,8574
DIO8_1/OutputShiftRegister[6]:EN,6623
DIO8_1/OutputShiftRegister[6]:Q,14235
DiscID_1/DiscExpID_1/ExpansionID0_1_fast_RNI1MHD[13]:A,-12169
DiscID_1/DiscExpID_1/ExpansionID0_1_fast_RNI1MHD[13]:B,-12203
DiscID_1/DiscExpID_1/ExpansionID0_1_fast_RNI1MHD[13]:C,-12322
